[18, 10]
[19, 5]
[20, 5]
[9, 5]
[19, 5]
[20, 10]
[12, 10]
[14, 5]
[16, 9]
[20, 10]
[16, 9]
[12, 5]
[17, 5]
[17, 9]
[16, 2]
[20, 5]
[13, 10]
[15, 10]
[12, 5]
[19, 5]
[20, 5]
[10, 10]
[20, 6]
[18, 4]
[14, 9]
[14, 8]
[11, 3]
[20, 3]
[18, 10]
[13, 10]
[16, 10]
[20, 10]
[9, 10]
[19, 10]
[8, 5]
[14, 5]
[20, 5]
[20, 4]
[20, 10]
[20, 10]
[12, 9]
[12, 7]
[12, 8]
[9, 3]
[11, 3]
[12, 2]
[12, 2]
[15, 2]
[16, 3]
[17, 3]
[15, 6]
[15, 8]
[11, 10]
[20, 10]
[13, 2]
[15, 2]
[11, 4]
[20, 8]
[20, 2]
[17, 6]
[20, 10]
[12, 8]
[18, 10]
[15, 9]
[12, 8]
[16, 10]
[19, 10]
[20, 3]
[12, 5]
[15, 5]
[20, 8]
[14, 10]
[17, 10]
[9, 6]
[19, 6]
[5, 10]
[19, 8]
[14, 8]
[8, 7]
[17, 7]
[11, 9]
[20, 9]
[11, 8]
[18, 8]
[15, 5]
[19, 5]
[15, 2]
[16, 2]
[20, 6]
[16, 3]
[17, 9]
[13, 7]
[15, 5]
[14, 10]
[15, 10]
[13, 2]
[11, 10]
[16, 10]
[18, 10]
[15, 7]
[17, 3]
[19, 3]
[11, 9]
[20, 2]
[20, 10]
[18, 10]
[17, 7]
[17, 8]
[13, 9]
[12, 9]
[13, 9]
[18, 9]
[19, 8]
[17, 7]
[20, 7]
[12, 11]
[14, 11]
[10, 5]
[13, 5]
[17, 2]
[12, 8]
[20, 6]
[16, 6]
[7, 2]
[11, 2]
[14, 2]
[11, 2]
[8, 9]
[14, 2]
[11, 10]
[20, 10]
[13, 4]
[10, 10]
[20, 10]
[20, 3]
[20, 10]
[9, 2]
[19, 2]
[10, 3]
[20, 7]
[11, 8]
[13, 8]
[9, 10]
[14, 2]
[7, 10]
[6, 11]
[10, 11]
[20, 11]
[14, 5]
[16, 6]
[17, 10]
[15, 10]
[19, 10]
[8, 10]
[16, 6]
[15, 4]
[10, 7]
[19, 6]
[18, 8]
[14, 3]
[20, 3]
[19, 10]
[16, 4]
[10, 10]
[20, 10]
[15, 11]
[19, 11]
[11, 4]
[20, 10]
[13, 10]
[14, 10]
[8, 5]
[19, 5]
[18, 10]
[9, 3]
[13, 3]
[16, 6]
[16, 2]
[19, 2]
[7, 10]
[14, 3]
[13, 11]
[10, 10]
[8, 10]
[18, 3]
[10, 10]
[17, 10]
[14, 8]
[17, 8]
[17, 10]
[20, 9]
[12, 7]
[13, 11]
[10, 10]
[20, 10]
[20, 8]
[9, 11]
[16, 11]
[14, 4]
[12, 6]
[9, 11]
[19, 11]
[5, 9]
[13, 2]
[14, 7]
[19, 9]
[17, 9]
[11, 5]
[15, 10]
[17, 10]
[15, 10]
[17, 8]
[11, 10]
[12, 10]
[12, 7]
[20, 7]
[16, 11]
[18, 11]
[11, 10]
[8, 10]
[12, 2]
[14, 2]
[17, 10]
[20, 10]
[11, 6]
[19, 10]
[20, 6]
[9, 2]
[19, 4]
[15, 9]
[19, 9]
[15, 10]
[7, 10]
[14, 11]
[17, 3]
[17, 6]
[9, 7]
[9, 10]
[9, 10]
[20, 10]
[12, 10]
[13, 10]
[7, 8]
[10, 10]
[19, 7]
[13, 10]
[17, 10]
[15, 11]
[16, 11]
[20, 10]
[11, 9]
[14, 10]
[13, 10]
[12, 3]
[14, 4]
[13, 9]
[13, 10]
[17, 10]
[10, 10]
[13, 10]
[13, 10]
[10, 4]
[16, 2]
[14, 10]
[9, 10]
[12, 5]
[7, 10]
[11, 10]
[12, 5]
[20, 10]
[12, 2]
[18, 2]
[16, 2]
[13, 2]
[17, 2]
[20, 10]
[14, 6]
[13, 10]
[16, 11]
[17, 10]
[7, 10]
[11, 7]
[15, 10]
[14, 11]
[13, 11]
[9, 10]
[19, 10]
[11, 6]
[20, 6]
[12, 4]
